repo_name,pr_number
openMF/mifosx,223
go-lang-plugin-org/go-lang-idea-plugin,1772
M66B/XPrivacy,983
researchstudio-sat/webofneeds,2305
real-logic/Aeron,471
wso2/product-greg,721
kongchen/swagger-maven-plugin,391
MovingBlocks/Terasology,1681
enonic/xp,6088
HubSpot/Singularity,1731
grpc/grpc-java,5020
pentaho/pentaho-hadoop-shims,146
openmicroscopy/bioformats,3036
ua-eas/ksd-kc5.2.1-ua,31
guardianproject/ChatSecureAndroid,426
grails/grails-core,392
xetorthio/jedis,1831
GoogleCloudPlatform/appengine-java-vm-runtime,224
launchdarkly/java-client,57
bndtools/bndtools,1053
getlantern/lantern,2851
grpc/grpc-java,3967
DSpace/DSpace,2097
zeromq/jeromq,308
UW-Madison-DoIT/hrs-portlets,137
hibernate/hibernate-search,879
OpenNMS/opennms,1317
apache/jena,283
e-ucm/ead,568
igniterealtime/Openfire,245
picketlink/picketlink,158
smartdevicelink/sdl,892
HUSACCT/HUSACCT,225
gradle/gradle,6372
georchestra/georchestra,869
KronicDeth/intellij-elixir,1353
BuildCraft/BuildCraft,1016
OpenNMS/opennms,1477
groovy/groovy-core,565
OpenRefine/OpenRefine,1783
apache/jena,481
PayPal/SeLion,365
bonitasoft/bonita-web,177
kaazing/gateway,103
hawkular/hawkular-metrics,428
griddynamics/jagger,531
DenizenScript/Denizen-for-Bukkit,620
brooklyncentral/clocker,204
deeplearning4j/deeplearning4j,7244
lenskit/lenskit,1046
apache/gora,48
Projekt-CMM/CMM,173
exo-addons/chat-application,265
bonitasoft/bonita-studio,340
jeremylong/DependencyCheck,1172
essentials/Essentials,16
guardianproject/ChatSecureAndroid,120
syncthing/syncthing-android,830
Stratio/crossdata,243
deeplearning4j/deeplearning4j,6006
gradle/gradle,6814
Stratio/crossdata,96
OpenGamma/OG-Platform,194
ArtificerRepo/artificer,128
relayrides/pushy,118
abarisain/dmix,93
QuantumBadger/RedReader,376
beanvalidation/beanvalidation-tck,17
spotify/docker-client,592
HubSpot/jinjava,24
OfficeDev/ews-java-api,217
google/closure-compiler,1285
Stratio/crossdata,813
woorea/openstack-java-sdk,117
bigbluebutton/bigbluebutton,5390
broadinstitute/picard,821
Slowpoke101/FTBLaunch,648
pietermartin/sqlg,262
CorfuDB/CorfuDB,1511
perfectsense/brightspot-cms,462
ehcache/ehcache3,2421
cauchymop/goblob,118
DataDog/jmxfetch,64
StephenBlackWasAlreadyTaken/xDrip-Experimental,310
haiwen/seadroid,394
JabRef/jabref,4354
caelum/vraptor4,480
BaseXdb/basex,42
jclouds/jclouds,1166
hibernate/hibernate-validator,286
mybatis/mybatis-3,455
bitstadium/HockeySDK-Android,332
brooklyncentral/brooklyn,590
pentaho/data-access,91
MinecraftForge/MinecraftForge,5279
Netflix/eureka,555
CloudSlang/cloud-slang,1028
aerogear/aerogear-unifiedpush-server,521
Netflix/eureka,1031
MightyPirates/OpenComputers,1128
KronicDeth/intellij-elixir,435
sonatype/nexus,72
Graylog2/graylog2-server,3337
ChiralBehaviors/Ultrastructure,161
raulhaag/MiMangaNu,381
hawkular/hawkular-metrics,610
datacleaner/DataCleaner,431
hltfbk/Excitement-Open-Platform,52
UniversalMediaServer/UniversalMediaServer,78
lexevs/lexevs,186
mockito/mockito,916
uwescience/myria,545
ReactiveX/RxJava,4190
HubTurbo/HubTurbo,483
cbeust/testng,1065
lobid/lodmill,551
jenkinsci/acceptance-test-harness,186
hawkular/hawkular-metrics,215
SeqWare/seqware,190
psi-probe/psi-probe,494
rabbitmq/rabbitmq-java-client,224
jenkinsci/tfs-plugin,143
CorfuDB/CorfuDB,1776
steveswinsburg/gradebookNG,172
hibernate/hibernate-search,1302
B3Partners/brmo,304
pushtorefresh/storio,832
researchstudio-sat/webofneeds,1689
mozilla/rhino,103
UW-Madison-DoIT/hrs-portlets,4
LiveRamp/jack,165
dana-i2cat/opennaas,744
Esri/military-features-data,28
jenkinsci/git-client-plugin,410
openmicroscopy/bioformats,2528
WebGoat/WebGoat,30
duckduckgo/android,447
rundeck/rundeck,4555
apache/incubator-brooklyn,292
HubSpot/Singularity,1059
azkaban/azkaban,1626
adjust/android,340
wso2/carbon-analytics,447
bitstadium/HockeySDK-Android,21
bugsnag/bugsnag-android,190
ooici/ion-definitions,256
greese/dasein-cloud-google,183
entando/entando-core,764
embulk/embulk-output-jdbc,81
Catrobat/Paintroid,79
ceylon/ceylon-compiler,21
cbeust/testng,1242
researchstudio-sat/webofneeds,2733
anthonycr/Lightning-Browser,701
xjdr/xio,271
Netflix/iep,96
gradle/gradle,8458
M66B/XPrivacy,1663
JetBrains/intellij-sdk-docs,102
collectionspace/application,44
apache/jena,260
wso2/carbon-analytics,845
OpenMRS/openmrs-module-coreapps,86
kaazing/gateway,604
openmicroscopy/bioformats,2565
lightblue-platform/lightblue-client,66
veloce/lichobile,258
rundeck/rundeck,2682
elastic/elasticsearch,37534
wiglenet/wigle-wifi-wardriving,210
Crate/crate,8169
MightyPirates/OpenComputers,1009
spotify/docker-maven-plugin,386
hibernate/hibernate-ogm,530
azkaban/azkaban,136
edx/edx-app-android,343
azkaban/azkaban,822
ninjaframework/ninja,251
denimgroup/threadfix,1134
azkaban/azkaban,1440
caelum/vraptor4,495
iluwatar/java-design-patterns,671
pentaho/mondrian,562
dana-i2cat/opennaas,185
mixpanel/mixpanel-android,489
psi-probe/psi-probe,973
rstudio/rstudio,1461
geometer/FBReaderJ,228
DSpace/DSpace,967
neo4j/neo4j,11243
ooyala/android-sample-apps,52
azkaban/azkaban,2105
HubSpot/Singularity,1480
flightstats/hub,1047
perfectsense/brightspot-cms,1318
HubSpot/jinjava,281
deegree/deegree3,320
telefonicaid/fiware-cygnus,368
wildfly/wildfly,11674
broadinstitute/picard,334
telefonicaid/fiware-cygnus,1073
jbosstools/jbosstools-integration-tests,684
Crate/crate,7730
radargun/radargun,287
wocommunity/wonder,638
linkedin/camus,174
iluwatar/java-design-patterns,801
datastax/java-driver,440
netty/netty,8822
k9mail/k-9,183
jitsi/libjitsi,13
dbfit/dbfit,402
FenixEdu/fenixedu-academic,612
brooklyncentral/brooklyn,282
viritin/viritin,202
biojava/biojava,634
apache/incubator-brooklyn,1062
digitalgreenorg/dg,288
hibernate/hibernate-search,889
JabRef/jabref,4483
HubSpot/Singularity,954
Netflix/servo,89
robworth/patientview,232
CU-CommunityApps/cu-kfs,389
hazelcast/hazelcast,14377
hazelcast/hazelcast,14030
TexasDigitalLibrary/Vireo,1125
pentaho/pentaho-mongodb-plugin,71
mapzen/open,232
FenixEdu/fenixedu-academic,1303
undertow-io/undertow,393
I-TECH/openmrs-module-kenyaemr,2
TheLastCrusade/SoundStream,78
ninjaframework/ninja,247
mesos/storm,210
Bioinformatics-UA/dicoogle,75
AzureAD/azure-activedirectory-library-for-android,1239
swagger-api/swagger-parser,838
datacleaner/DataCleaner,956
pentaho/modeler,231
abarisain/dmix,380
groupon/odo,104
OpenClinica/OpenClinica,1123
aol/micro-server,175
OpenGamma/OG-Platform,190
jclouds/legacy-jclouds,1455
OpenRefine/OpenRefine,1961
todoroo/astrid,139
google/auto,252
DroidPlanner/Tower,180
AxonFramework/AxonFramework,818
jclouds/jclouds,716
biojava/biojava,407
apache/accumulo,772
xjdr/xio,9
numenta/htm.java,514
mambu-gmbh/Mambu-APIs-Java,107
Netflix/eureka,1126
maplesyrup/maple-android,97
stripe/stripe-android,166
dropwizard/dropwizard,2028
joelittlejohn/jsonschema2pojo,560
jeremylong/DependencyCheck,78
dita-ot/dita-ot,2089
ippontech/tatami,315
dropwizard/metrics,803
devhub-tud/DevHub,432
javaparser/javaparser,1115
gdg-x/frisbee,199
realtalk403/realtalk,59
rundeck/rundeck,3539
jenkinsci/acceptance-test-harness,20
groovy/groovy-core,345
stripe/stripe-android,332
motech/modules,371
ProjectKorra/ProjectKorra,82
IDgis/geo-publisher,1
gwtbootstrap/gwt-bootstrap,488
RS485/LogisticsPipes,838
iuval/furry-octo-avenger,105
deegree/deegree3,132
valotrading/stirling,122
openmicroscopy/bioformats,2886
valotrading/stirling,135
dita-ot/dita-ot,3046
rstudio/rstudio,3598
ProjectKorra/ProjectKorra,759
usergrid/usergrid,238
freenet/fred,637
Crate/crate,8124
kaazing/gateway,138
MightyPirates/OpenComputers,2432
brooklyncentral/brooklyn,436
Graylog2/graylog2-server,5076
sleuthkit/autopsy,4097
SeqWare/seqware,284
undertow-io/undertow,320
entando/entando-components,402
grails/grails-core,9557
TexasDigitalLibrary/Vireo,1179
Deadrik/TFCraft,55
rackerlabs/repose,1793
pentaho/pentaho-hadoop-shims,684
DiUS/java-faker,22
the-blue-alliance/the-blue-alliance-android,395
forcedotcom/SalesforceMobileSDK-CordovaPlugin,139
gxa/gxa,151
BaseXdb/basex,1563
wildfly/wildfly,11220
slipstream/SlipStreamServer,153
umple/Umple,1120
datacleaner/DataCleaner,1720
elastic/elasticsearch,37886
google/auto,139
ArcBees/arcbees-website,43
rackerlabs/repose,1240
pentaho/pentaho-platform,4207
Jasig/uPortal,597
Netflix/eureka,671
bigbluebutton/bigbluebutton,6070
hpcc-systems/HPCC-JAPIs,193
DroidPlanner/Tower,670
wso2/carbon-analytics,1244
deegree/deegree3,188
Netflix/eureka,1153
OpenTreeOfLife/reference-taxonomy,309
intel-hadoop/HiBench,246
osmandapp/Osmand,2329
t-oster/VisiCut,275
hltfbk/Excitement-Open-Platform,57
getrailo/railo,217
undera/jmeter-plugins,11
grpc/grpc-java,4274
e-ucm/ead,914
eclipse/smarthome,6039
xwiki/xwiki-platform,588
wso2/carbon-analytics,679
JabRef/jabref,3543
ChangeOrientedProgrammingEnvironment/eclipseRecorder,108
dana-i2cat/opennaas,190
groovy/groovy-core,417
OpenClinica/OpenClinica,1457
iuval/furry-octo-avenger,112
igniterealtime/Openfire,690
datacleaner/DataCleaner,695
arquillian/arquillian-cube,990
wiglenet/wigle-wifi-wardriving,264
ooici/ion-definitions,372
telefonicaid/fiware-paas,51
cloudfoundry/uaa,471
k3po/k3po,287
deeplearning4j/nd4j,2121
bigbluebutton/bigbluebutton,6230
selendroid/selendroid,1158
Unidata/thredds,392
forcedotcom/SalesforceMobileSDK-CordovaPlugin,108
xwiki/xwiki-platform,268
pgjdbc/pgjdbc,1023
stripe/stripe-android,191
OpenNTF/JavascriptAggregator,388
openpixi/openpixi,12
flightstats/hub,1106
yamcs/Yamcs,243
cbeust/testng,638
springfox/springfox,2225
stripe/stripe-android,127
OpenClinica/OpenClinica,1791
eclipse/birt,47
eclipse/dawnsci,393
jbosstools/jbosstools-openshift,1547
AzureAD/azure-activedirectory-library-for-android,1209
deeplearning4j/nd4j,2144
bndtools/bnd,2879
hibernate/hibernate-search,1758
CloudSlang/score,78
hibernate/hibernate-search,1573
pahimar/Equivalent-Exchange-3,171
teamed/qulice,789
airlift/airlift,583
sleuthkit/autopsy,4452
apache/accumulo,493
confluentinc/schema-registry,762
Azure/azure-sdk-for-java,1946
ARGOeu/argo-compute-engine,13
dropwizard/dropwizard,1897
IDgis/geo-publisher,70
collectionspace/application,13
locationtech/udig-platform,270
jclouds/legacy-jclouds,911
dana-i2cat/opennaas,176
intel-cloud/cosbench,169
javaparser/javaparser,1982
Maescool/Catacomb-Snatch,937
IDgis/geo-publisher,9
WebGoat/WebGoat,379
brianfrankcooper/YCSB,52
k3po/k3po,406
numenta/htm.java,101
ippontech/tatami,260
netty/netty,8921
twilio/twilio-java,408
HubSpot/Singularity,1369
duckduckgo/android,227
brooklyncentral/brooklyn,329
rapidftr/RapidFTR-Android,81
SmartBear/soapui,197
syncthing/syncthing-android,884
jbosstm/narayana,355
GluuFederation/oxTrust,1319
resteasy/Resteasy,876
ReactiveX/RxJava,6005
sonatype/nexus-oss,140
Netflix/spectator,406
javaparser/javaparser,768
hazelcast/hazelcast,13311
ArtificerRepo/artificer,34
xwiki/xwiki-platform,849
A24Group/ssGWT-lib,33
redline-smalltalk/redline-smalltalk,76
researchstudio-sat/webofneeds,1923
debrief/debrief,2860
e-ucm/ead,170
infinispan/infinispan,5713
asciidoctor/asciidoctorj,765
griddynamics/jagger,130
brooklyncentral/clocker,102
searchbox-io/Jest,366
hibernate/hibernate-search,259
Netflix/eureka,144
researchstudio-sat/webofneeds,1350
MovingBlocks/Terasology,3372
perwendel/spark,683
Netflix/eureka,822
DigitalPebble/storm-crawler,127
apache/incubator-brooklyn,321
OHDSI/WebAPI,460
mozilla-services/android-sync,115
IsmAvatar/LateralGM,293
neo4j/neo4j,10596
OHDSI/WebAPI,463
swagger-api/swagger-parser,849
OpenGamma/OG-Platform,118
magefree/mage,5160
brianfrankcooper/YCSB,837
joyent/java-manta,36
OCHA-DAP/DAP-System,61
wso2/orbit,290
magefree/mage,3216
telefonicaid/fiware-cygnus,989
Netflix/genie,632
Esri/arcgis-runtime-samples-java,311
mozilla/MozStumbler,825
cauchymop/goblob,203
DSpace/DSpace,2266
Sage-Bionetworks/SynapseWebClient,3052
bonitasoft/bonita-engine,30
pentaho/mondrian,23
xetorthio/jedis,627
zeromq/jeromq,226
digitalgreenorg/dg,339
molgenis/molgenis,262
MyRobotLab/myrobotlab,446
deegree/deegree3,796
SeqWare/seqware,198
devhub-tud/DevHub,93
joelittlejohn/jsonschema2pojo,895
airbnb/airpal,133
isenseDev/iSENSE-Hardware,21
ProjectKorra/ProjectKorra,488
mapzen/open,284
Maescool/Catacomb-Snatch,188
concordion/concordion,168
forcedotcom/phoenix,711
square/android-times-square,148
wso2/carbon-analytics,1314
AzureAD/azure-activedirectory-library-for-android,751
candlepin/candlepin,1193
igniterealtime/Spark,346
AnimeNeko/Atarashii,351
todoroo/astrid,115
collectionspace/application,54
JabRef/jabref,3668
antlr/antlr4,724
caelum/vraptor4,829
quran/quran,772
Catrobat/Paintroid,127
hbz/nwbib,162
atlasapi/atlas-persistence,1
stripe/stripe-android,246
jMonkeyEngine/jmonkeyengine,570
hibernate/hibernate-search,103
mozilla/MozStumbler,314
jitsi/libjitsi,86
geoserver/geoserver,2973
Sage-Bionetworks/Synapse-Repository-Services,3252
wso2/carbon-data,134
iluwatar/java-design-patterns,500
perfectsense/dari,127
getlantern/lantern,4409
mozilla/MozStumbler,805
CorfuDB/CorfuDB,552
basho/riak-java-client,84
magefree/mage,3967
forcedotcom/SalesforceMobileSDK-Android,1660
geotools/geotools,1297
scireum/sirius-web,507
MIT-Mobile/MIT-Mobile-for-Android,218
openmicroscopy/bioformats,2266
torquebox/torquebox,61
bndtools/bnd,3063
connectbot/connectbot,157
HubTurbo/HubTurbo,697
pantsbuild/intellij-pants-plugin,323
FlansMods/FlansMod,469
rackerlabs/blueflood,702
muzima/muzima-android,22
modcluster/mod,63
MovingBlocks/Terasology,2866
datastax/java-driver,1166
BCA-Team/Buildcraft-Additions,156
neo4j/neo4j-ogm,400
kaazing/gateway,501
l0rdn1kk0n/wicket-bootstrap,427
Silverpeas/Silverpeas-Components,9
addthis/hydra,239
perfectsense/brightspot-cms,358
rackerlabs/repose,1034
go-lang-plugin-org/go-lang-idea-plugin,372
intermine/intermine,1892
xerial/sqlite-jdbc,323
cloudfoundry/uaa,525
couchbase/couchbase-lite-java-core,1628
eXist-db/exist,1860
valotrading/stirling,44
entando/entando-components,104
xjdr/xio,237
jclouds/jclouds,1050
unclebob/fitnesse,118
brooklyncentral/advanced-networking,124
rstudio/rstudio,2933
jbake-org/jbake,569
azkaban/azkaban,1375
rackerlabs/blueflood,547
confluentinc/kafka-rest,526
datacleaner/DataCleaner,1029
square/picasso,368
gradle/gradle,7798
ninjaframework/ninja,84
intel-hadoop/HiBench,522
openmicroscopy/bioformats,2567
Adobe-Consulting-Services/acs-aem-commons,92
CU-CommunityApps/cu-kfs,493
TestFX/TestFX,642
locationtech/udig-platform,123
ippontech/tatami,357
Realm/realm-java,3567
moneymanagerex/android-money-manager-ex,56
picketlink2/federation,39
gitblit/gitblit,12
guardianproject/ChatSecureAndroid,189
aerogear/aerogear-unifiedpush-server,35
groovy/groovy-core,549
jenkinsci/ec2-plugin,215
jmrozanec/cron-utils,255
deeplearning4j/deeplearning4j,5995
temenostech/IRIS,178
Netflix/servo,376
UniversalMediaServer/UniversalMediaServer,51
datacleaner/DataCleaner,1790
romannurik/muzei,294
jeremylong/DependencyCheck,326
JabRef/jabref,2873
HubSpot/Singularity,1660
tastybento/askyblock,376
UNC-Libraries/Carolina-Digital-Repository,351
wso2/carbon-analytics,963
Rajawali/Rajawali,1877
ably/ably-java,116
aol/micro-server,245
ReactiveX/RxJava,5318
Stratio/crossdata,650
datacleaner/DataCleaner,1340
KronicDeth/intellij-elixir,1045
molgenis/molgenis,6462
hibernate/hibernate-validator,248
swagger-api/swagger-parser,789
umple/Umple,1354
rundeck/rundeck,4333
greese/dasein-cloud-google,336
hcoles/pitest,528
openmicroscopy/bioformats,2402
ooici/ion-definitions,303
HubSpot/Singularity,1328
eclipse/jetty.project,3096
javaparser/javaparser,2041
spring-io/sagan,212
intermine/intermine,1730
geotools/geotools,1714
PhilJay/MPAndroidChart,345
pac4j/play-pac4j,14
qiniu/java-sdk,98
netty/netty,8918
e-ucm/ead,321
jenkinsci/subversion-plugin,213
telefonicaid/fiware-sdc,180
deeplearning4j/nd4j,1243
Crate/crate,8118
xwiki/xwiki-platform,280
floodlight/floodlight,732
obiba/mica2,1120
StephenBlackWasAlreadyTaken/xDrip-Experimental,284
OpenClinica/OpenClinica,1449
Sage-Bionetworks/SynapseWebClient,3693
DSpace/DSpace,1614
Sage-Bionetworks/Synapse-Stack-Builder,217
A24Group/ssGWT-lib,245
motech/modules,443
TheLastCrusade/SoundStream,259
siddhi-io/siddhi,582
AppliedEnergistics/Applied-Energistics-2,2588
ProjectKorra/ProjectKorra,764
jenkinsci/cloudbees-folder-plugin,124
gradle/gradle,7616
ooyala/android-sample-apps,353
edx/edx-app-android,1046
rackerlabs/repose,1420
enonic/xp,5987
haiwen/seadroid,196
sonatype/nexus-oss,942
dropwizard/dropwizard,1000
swagger-api/swagger-parser,791
ehcache/ehcache3,2455
digitalgreenorg/dg,542
dfci-cccb/mev,934
mapstruct/mapstruct,857
SmartBear/soapui,442
apache/nutch,255
dropwizard/metrics,1307
emojidex/emojidex-android,133
spotify/docker-client,929
undera/jmeter-plugins,17
apache/incubator-brooklyn,191
antlr/antlr4,1976
Netflix/governator,241
ninetwozero/com.ninetwozero.bf4intel,190
elastic/elasticsearch,37095
abarisain/dmix,154
zanata/zanata-server,337
umple/Umple,1339
spotify/helios,17
embulk/embulk-output-jdbc,112
graphhopper/graphhopper,937
mozilla-services/android-sync,65
siddhi-io/siddhi,1034
photo/mobile-android,130
flightstats/hub,900
digitalgreenorg/dg,797
deeplearning4j/deeplearning4j,5147
javers/javers,763
kaazing/gateway,578
cexbrayat/linkit,192
gradle/gradle,7937
Stratio/crossdata,329
atlasapi/atlas,1228
GoogleCloudPlatform/DataflowJavaSDK,540
broadinstitute/picard,1248
mozilla-services/android-sync,228
buchen/portfolio,817
eclipse/smarthome,6506
floodlight/floodlight,336
bonitasoft/bonita-studio,227
lutece-platform/lutece-core,115
Sage-Bionetworks/BridgeJavaSDK,268
payara/Payara,3126
wtud/TSAP,55
ops4j/org.ops4j.pax.web,5
wildfly/wildfly,11158
netty/netty,8612
motech/modules,306
MinecraftForge/MinecraftForge,4817
wso2/carbon-business-messaging,23
deeplearning4j/nd4j,1659
pac4j/pac4j,906
freenet/fred,549
sonatype/nexus-oss,209
graphhopper/graphhopper,327
HubTurbo/HubTurbo,866
wocommunity/wonder,390
rectangle-dbmi/Realtime-Port-Authority,17
confluentinc/schema-registry,494
Netflix/Hystrix,1676
connectbot/connectbot,643
atlasapi/atlas-persistence,80
AzureAD/azure-activedirectory-library-for-android,37
wso2/orbit,81
samarthgupta437/falcon-regression,108
rstudio/rstudio,1684
atlasapi/atlas-persistence,12
gdg-x/frisbee,333
igniterealtime/Openfire,928
grails/grails-core,513
dbfit/dbfit,540
gradle/gradle,6832
dana-i2cat/opennaas,253
flightstats/hub,1091
imglib/imglib2,94
BroadleafCommerce/BroadleafCommerce,1455
FenixEdu/fenixedu-academic,1296
Slowpoke101/FTBLaunch,666
abarisain/dmix,372
JavaMoney/jsr354-ri,13
ua-eas/ksd-kc5.2.1-ua,32
pantsbuild/intellij-pants-plugin,340
rundeck/rundeck,3054
ProjectKorra/ProjectKorra,915
UniversalMediaServer/UniversalMediaServer,1765
rundeck/rundeck,3575
hibernate/hibernate-search,286
jenkinsci/jclouds-plugin,104
grpc/grpc-java,4220
lobid/lodmill,505
square/okhttp,3792
HubSpot/Singularity,894
Unidata/thredds,732
deegree/deegree3,40
motech/modules,468
ehcache/ehcache3,1449
mixi-inc/AndroidTraining,87
unchartedsoftware/aperture-tiles,33
e-ucm/ead,1048
google/auto,157
ikasanEIP/ikasan,64
GlowstoneMC/Glowstone,808
sonatype/nexus,444
OpenClinica/OpenClinica,1600
romannurik/muzei,553
atlasapi/atlas,373
Esri/military-features-data,169
pgjdbc/pgjdbc,409
DozerMapper/dozer,218
igniterealtime/Openfire,1302
openMF/mifosx,243
bndtools/bndtools,1512
googlegenomics/dataflow-java,195
georchestra/georchestra,795
brooklyncentral/brooklyn,1237
FEMR/femr,177
scireum/sirius-web,225
umple/Umple,1347
OpenClinica/OpenClinica,1007
jglobus/JGlobus,119
AnimeNeko/Atarashii,367
molgenis/molgenis,147
jenkinsci/git-client-plugin,351
brooklyncentral/brooklyn,1260
OpenNMS/opennms,1540
mapstruct/mapstruct,995
hibernate/hibernate-validator,868
Sage-Bionetworks/BridgeJavaSDK,241
JabRef/jabref,4519
elastic/elasticsearch,36649
wildfly/wildfly,10876
basho/riak-java-client,631
lenskit/lenskit,927
gdg-x/frisbee,717
datacleaner/DataCleaner,889
Qabel/qabel-core,603
xwiki/xwiki-platform,89
AnimeNeko/Atarashii,415
HubSpot/Singularity,1045
mozilla/MozStumbler,1767
digitalgreenorg/dg,709
ZooTypers/ZooTypers,34
concordion/concordion,263
C3C0/GravityBox,203
JabRef/jabref,3404
apache/incubator-brooklyn,669
UW-Madison-DoIT/hrs-portlets,128
DroidPlanner/Tower,920
mozilla/MozStumbler,687
Realm/realm-java,5875
icplayer/icplayer,3
aol/micro-server,195
LiveRamp/jack,200
launchdarkly/java-client,86
square/dagger,347
MinecraftForge/MinecraftForge,4402
embulk/embulk-output-jdbc,114
Adobe-Consulting-Services/acs-aem-commons,358
unclebob/fitnesse,360
PayPal/PayPal-Java-SDK,272
hibernate/hibernate-ogm,649
mikepenz/AboutLibraries,380
kohsuke/github-api,368
todoroo/astrid,136
Realm/realm-java,4632
AzureAD/azure-activedirectory-library-for-android,330
owncloud/android,1893
openmicroscopy/bioformats,2507
sinkillerj/ProjectE,1825
asksven/BetterBatteryStats,645
azkaban/azkaban,1632
thargor6/JWildfire,4
SpoutDev/Spout,1281
eclipse/xtext,572
bndtools/bndtools,1688
valotrading/stirling,14
jenkinsci/git-client-plugin,323
HubSpot/Singularity,798
springfox/springfox,1761
Realm/realm-java,4647
DavidWhitlock/PortlandStateJava,137
xwiki/xwiki-platform,1019
ArtificerRepo/artificer,53
spring-io/sagan,17
powerunit/powerunit-extensions-matchers,140
isenseDev/iSENSE-Hardware,1100
Findwise/Hydra,313
sonatype/nexus,793
elastic/elasticsearch,37550
jbosstools/jbosstools-central,420
OHDSI/WebAPI,345
HubSpot/Singularity,1411
mulesoft/mule,7235
redline-smalltalk/redline-smalltalk,59
rackerlabs/repose,1285
umple/Umple,1248
hibernate/hibernate-search,122
confluentinc/schema-registry,513
xbmc/Kore,153
TheLastCrusade/SoundStream,59
CU-CommunityApps/cu-kfs,404
JetBrains/intellij-sdk-docs,111
steveswinsburg/gradebookNG,207
Unidata/thredds,1215
searchbox-io/Jest,540
hazelcast/hazelcast-code-samples,249
hpcc-systems/HPCC-JAPIs,15
Activiti/Activiti,444
bugsnag/bugsnag-android,144
cgeo/cgeo,3389
Sage-Bionetworks/BridgePF,1374
datastax/java-driver,1136
Jaspersoft/jrs-rest-java-client,92
candlepin/candlepin,1714
atlasapi/atlas,1175
marytts/marytts,112
grpc/grpc-java,4853
eclipse/leshan,468
ehcache/ehcache3,1379
ninetwozero/com.ninetwozero.bf4intel,101
googlegenomics/dataflow-java,47
CloudSlang/cloud-slang,521
lobid/lodmill,476
rundeck/rundeck,4303
ooyala/android-sample-apps,431
AltBeacon/android-beacon-library,6
slipstream/SlipStreamServer,241
simpligility/android-maven-plugin,702
zanata/zanata-server,1036
quran/quran,714
Adobe-Consulting-Services/acs-aem-commons,705
JabRef/jabref,4390
maplesyrup/maple-android,132
wocommunity/wonder,239
apache/cayenne,261
sandsmark/QuasselDroid,222
ippontech/tatami,37
Crate/crate,7733
winder/Universal-G-Code-Sender,1062
Graylog2/graylog2-server,5066
KronicDeth/intellij-elixir,769
eclipse/jetty.project,3048
enonic/xp,5555
Maescool/Catacomb-Snatch,932
wildfly-security/wildfly-elytron,311
Sage-Bionetworks/BridgePF,1359
mongodb/mongo-java-driver,51
eclipse/smarthome,5953
xwiki/xwiki-platform,948
dropwizard/dropwizard,585
openmicroscopy/bioformats,2422
ChandraCXC/iris,300
datacleaner/DataCleaner,297
gwtbootstrap/gwt-bootstrap,308
slipstream/SlipStreamServer,1748
JabRef/jabref,3016
AxonFramework/AxonFramework,152
OpenMRS/openmrs-module-emrapi,44
EmilHernvall/tregmine,267
temenostech/IRIS,417
gradle/gradle,6885
georchestra/georchestra,2382
jclouds/legacy-jclouds,375
jboss-developer/jboss-eap-quickstarts,1424
googlegsa/database,58
openmicroscopy/bioformats,2809
MIT-Mobile/MIT-Mobile-for-Android,72
hawkular/hawkular-metrics,281
dropwizard/dropwizard,2506
OresomeCraft/MapsPlugin,19
azkaban/azkaban,217
jbosstools/jbosstools-openshift,1469
ReactiveX/RxJava,5471
Maescool/Catacomb-Snatch,101
deegree/deegree3,887
Jasig/NotificationPortlet,19
TooTallNate/Java-WebSocket,614
apache/cayenne,132
ProjectKorra/ProjectKorra,749
ninjaframework/ninja,197
springfox/springfox,2106
forcedotcom/SalesforceMobileSDK-Android,1770
broadinstitute/picard,948
liato/android-bankdroid,111
owncloud/android,1208
broadinstitute/picard,1298
perfectsense/brightspot-cms,48
DSpace/DSpace,2014
DiUS/java-faker,286
HubSpot/Singularity,1760
broadinstitute/picard,237
webbukkit/dynmap,75
mballance/sveditor,308
spring-io/sagan,454
pentaho/pentaho-commons-gwt-modules,289
elastic/elasticsearch,36434
mozilla/MozStumbler,1754
JabRef/jabref,3551
ehcache/ehcache3,2009
celements/celements-core,103
iipc/openwayback,312
arquillian/arquillian-cube,624
neo4j/neo4j,10753
HubSpot/Singularity,1707
stripe/stripe-android,90
strongbox/strongbox,655
deegree/deegree3,955
mapfish/mapfish-print,412
todoroo/astrid,127
HubSpot/Singularity,1810
Glitchfiend/BiomesOPlenty,331
SleepyTrousers/EnderIO,4550
JetBrains/jediterm,53
apache/accumulo,944
netty/netty,8646
matrix-org/matrix-android-sdk,420
xjdr/xio,254
SpongePowered/SpongeAPI,1677
scireum/sirius-web,318
deegree/deegree3,377
TestFX/TestFX,347
dana-i2cat/opennaas,99
jeremylong/DependencyCheck,198
HubSpot/Baragon,163
brooklyncentral/brooklyn,758
UNC-Libraries/Carolina-Digital-Repository,350
brooklyncentral/brooklyn,1055
ProjectKorra/ProjectKorra,438
HubSpot/jinjava,90
ControlSystemStudio/cs-studio,1474
apache/incubator-brooklyn,93
l0rdn1kk0n/wicket-bootstrap,275
netty/netty,8595
deegree/deegree3,65
georchestra/georchestra,1390
Sage-Bionetworks/BridgePF,1810
kuali/kc,557
apache/struts,148
jeremylong/DependencyCheck,521
square/retrofit,1139
datacleaner/DataCleaner,1698
resteasy/Resteasy,1875
